age,taille,poids,sport_licence,niveau_etude,region,smoker,nationalité_francaise,nb_enfants,quotient_caf,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,date_creation_compte,score_credit,loyer_mensuel,montant_pret
30,160.4,82.6,non,7,Bretagne,oui,non,2,132.6,2217,6.0,4.0,0.5,2022-10-09,574.7797217537943,5000.0,500.0
33,191.1,56.0,non,5,Île-de-France,oui,non,0,309.9,1849,3.0,2.5068201193520885,0.04,2021-03-04,364.0,5306.473283539622,500.0
64,172.3,70.2,oui,0,Auvergne-Rhône-Alpes,non,oui,1,221.9,2989,0.0,2.5068201193520885,0.81,2024-01-24,635.0,5000.0,6620.263771693256
57,182.4,74.4,non,0,Île-de-France,oui,oui,-1,317.8,2995,3.0,5.0,0.9,2020-01-07,574.7797217537943,5306.473283539622,500.0
46,156.5,59.4,non,0,Île-de-France,non,oui,1,281.5,2904,6.0,4.0,0.12,2023-11-11,574.7797217537943,5306.473283539622,724.5169875849572
62,150.7,71.6,oui,4,Hauts-de-France,non,oui,1,305.4,3558,2.0,1.0,0.3,2024-05-05,574.7797217537943,5000.0,7123.930097148145
74,163.8,71.3,oui,4,Bretagne,oui,oui,3,284.4,2801,0.0,3.0,0.51,2025-04-17,381.0,5306.473283539622,18663.975675735044
38,169.8,83.4,oui,0,Corse,oui,oui,4,105.7,4655,6.0,2.5068201193520885,0.95,2021-11-15,566.0,5000.0,6591.373208960576
45,165.2,84.2,non,4,Corse,non,non,3,399.5,2749,3.0,2.5068201193520885,0.74,2022-08-23,414.0,5000.0,500.0
65,176.3,76.6,oui,5,Auvergne-Rhône-Alpes,oui,oui,0,55.2,2885,2.0,0.0,0.13,2024-07-20,492.0,5306.473283539622,500.0
22,190.3,51.3,non,5,Île-de-France,non,oui,3,427.1,4108,3.0,2.5068201193520885,0.67,2023-12-18,679.0,5000.0,41794.50814229438
59,154.7,63.8,non,8,Hauts-de-France,non,non,0,187.4,4581,6.0,2.5068201193520885,0.76,2022-11-04,401.0,5000.0,500.0
71,179.6,73.2,oui,8,Bretagne,oui,oui,2,353.8,3718,3.0,0.0,0.17,2022-03-13,574.7797217537943,5000.0,17701.094898594056
30,162.5,98.3,non,5,Auvergne-Rhône-Alpes,oui,oui,0,380.0,1711,6.0,0.0,0.94,2021-01-29,614.0,5000.0,4260.205474963398
68,164.8,47.0,oui,7,Hauts-de-France,oui,oui,2,210.1,2605,2.0,2.5068201193520885,0.81,2021-11-05,574.7797217537943,5000.0,13209.825011099734
32,165.6,63.5,oui,5,Occitanie,oui,oui,2,287.7,2745,3.0,0.0,0.18,2020-03-06,355.0,5306.473283539622,4164.6912557929645
61,173.9,67.9,non,0,Bretagne,oui,non,3,80.7,4611,0.0,5.0,0.65,2023-10-06,318.0,5000.0,500.0
40,178.2,38.7,non,8,Bretagne,non,oui,2,324.0,1714,2.0,0.0,0.97,2022-10-04,574.7797217537943,5000.0,18041.07789998159
32,152.8,91.5,oui,5,Hauts-de-France,non,oui,2,199.0,3007,3.0,4.0,0.28,2022-06-17,574.7797217537943,5000.0,15926.0672195142
39,168.5,68.9,oui,7,Provence-Alpes-Côte d’Azur,oui,oui,0,204.1,3517,2.0,2.5068201193520885,0.5,2021-08-01,574.7797217537943,5306.473283539622,12783.706270562989
49,181.6,71.2,oui,7,Île-de-France,non,non,2,343.9,2282,2.0,1.0,0.77,2021-06-03,461.0,5306.473283539622,4126.23236473372
45,162.9,90.2,oui,4,Auvergne-Rhône-Alpes,oui,non,3,369.5,2717,3.0,1.0,0.88,2020-08-30,574.7797217537943,5000.0,500.0
61,158.2,92.6,non,4,Auvergne-Rhône-Alpes,oui,oui,3,174.8,2488,0.0,2.5068201193520885,0.78,2021-11-12,574.7797217537943,5000.0,738.4088238314605
44,175.4,61.8,non,7,Occitanie,non,oui,2,183.3,3974,3.0,2.5068201193520885,0.26,2024-11-20,574.7797217537943,5306.473283539622,23497.37965548142
64,184.3,53.7,non,8,Auvergne-Rhône-Alpes,non,oui,2,175.0,784,0.0,3.0,0.1,2025-04-23,574.7797217537943,5306.473283539622,33143.86606672308
48,174.4,71.4,oui,5,Hauts-de-France,oui,oui,0,278.4,670,3.0,2.5068201193520885,0.89,2023-12-10,574.7797217537943,5306.473283539622,500.0
67,172.6,73.6,oui,4,Provence-Alpes-Côte d’Azur,non,oui,1,277.3,3558,0.0,2.5068201193520885,0.37,2022-05-21,384.0,5306.473283539622,16308.541136602807
20,173.4,67.5,non,5,Occitanie,non,oui,2,171.3,1844,3.0,3.0,0.66,2022-10-07,574.7797217537943,5000.0,10060.032298074726
55,146.2,54.2,non,8,Corse,non,oui,2,249.6,2539,0.0,2.5068201193520885,0.22,2021-07-08,676.0,5306.473283539622,15749.55779259705
28,174.9,59.3,oui,5,Bretagne,oui,oui,3,285.9,976,0.0,2.5068201193520885,0.24,2021-04-21,555.0,5000.0,5647.63778518307
54,154.1,85.0,non,0,Normandie,non,non,1,207.7,5036,3.0,2.5068201193520885,0.6,2021-08-25,778.0,5000.0,500.0
61,172.3,72.4,oui,0,Bretagne,non,non,4,140.1,3468,0.0,2.5068201193520885,0.03,2021-12-30,455.0,5306.473283539622,500.0
26,161.6,83.8,oui,4,Corse,non,oui,3,385.9,2035,3.0,2.5068201193520885,0.45,2025-04-07,574.7797217537943,5000.0,500.0
39,156.3,86.0,non,4,Île-de-France,non,oui,2,338.5,2673,6.0,3.0,0.43,2022-04-09,656.0,5000.0,12071.838057760751
48,171.8,83.8,non,4,Provence-Alpes-Côte d’Azur,non,non,0,185.2,3196,3.0,3.0,0.97,2020-06-12,758.0,5000.0,500.0
64,155.9,78.6,oui,5,Bretagne,non,non,2,247.8,3686,6.0,5.0,0.7,2020-04-25,574.7797217537943,5306.473283539622,3757.997501010196
72,154.0,66.9,oui,0,Auvergne-Rhône-Alpes,oui,oui,0,452.1,2474,6.0,4.0,0.24,2023-01-19,574.7797217537943,5306.473283539622,500.0
42,165.2,77.0,oui,7,Auvergne-Rhône-Alpes,non,oui,2,251.9,2537,3.0,2.5068201193520885,0.21,2024-12-07,574.7797217537943,5306.473283539622,32047.34224631488
70,164.6,85.9,oui,0,Normandie,oui,non,1,347.2,3320,3.0,2.5068201193520885,0.38,2024-01-14,574.7797217537943,5000.0,500.0
36,171.7,60.1,oui,8,Corse,non,oui,0,344.6,4571,3.0,0.0,0.36,2022-04-16,313.0,5306.473283539622,21940.88327414301
54,153.0,88.2,non,7,Provence-Alpes-Côte d’Azur,non,non,2,253.4,500,6.0,2.5068201193520885,0.78,2022-04-08,768.0,5306.473283539622,500.0
30,168.9,99.2,non,7,Hauts-de-France,oui,non,2,408.1,1800,6.0,2.0,0.65,2023-08-12,574.7797217537943,5306.473283539622,500.0
24,165.3,69.8,non,4,Normandie,non,oui,2,126.6,2044,3.0,0.0,0.44,2020-11-17,574.7797217537943,5306.473283539622,500.0
71,170.0,57.4,oui,5,Provence-Alpes-Côte d’Azur,non,oui,0,179.1,2007,2.0,0.0,0.36,2022-12-31,644.0,5000.0,25455.9431158923
49,157.8,79.4,oui,0,Hauts-de-France,oui,oui,4,429.6,2007,3.0,2.0,0.88,2020-03-11,574.7797217537943,5000.0,6574.222289702924
18,171.2,86.9,non,4,Normandie,non,oui,2,270.3,2515,3.0,2.5068201193520885,0.84,2020-04-03,369.0,5000.0,6022.404980502274
30,163.8,59.5,oui,5,Normandie,non,non,2,27.8,500,0.0,2.5068201193520885,0.39,2025-02-04,731.0,5306.473283539622,500.0
73,172.1,66.0,oui,0,Bretagne,non,oui,-1,187.9,3082,3.0,1.0,0.54,2020-09-18,574.7797217537943,5000.0,6699.587799402342
19,168.4,59.2,non,7,Normandie,non,oui,3,-18.8,2632,3.0,2.5068201193520885,0.53,2024-03-01,591.0,5306.473283539622,15034.62718126475
35,163.3,55.2,non,0,Corse,non,oui,0,190.3,1869,3.0,3.0,0.79,2020-03-28,574.7797217537943,5000.0,500.0
26,175.6,55.1,non,5,Provence-Alpes-Côte d’Azur,non,oui,1,322.5,2461,2.0,2.5068201193520885,0.28,2023-02-02,700.0,5306.473283539622,15542.315598900788
56,160.4,67.4,oui,8,Occitanie,oui,non,1,225.0,3339,0.0,2.5068201193520885,0.74,2022-11-07,574.7797217537943,5306.473283539622,9745.465821307644
59,162.2,50.2,non,8,Hauts-de-France,non,non,3,81.7,2930,3.0,2.5068201193520885,0.49,2024-07-11,386.0,5306.473283539622,500.0
46,172.5,48.6,non,0,Normandie,oui,oui,1,209.1,3093,2.0,1.0,0.01,2022-09-11,574.7797217537943,5306.473283539622,500.0
61,178.6,66.3,oui,8,Occitanie,non,oui,0,63.2,3587,3.0,2.5068201193520885,0.83,2024-04-23,422.0,5306.473283539622,18485.753677291897
24,170.5,87.5,oui,0,Hauts-de-France,oui,oui,4,123.6,1688,3.0,3.0,0.34,2023-07-17,574.7797217537943,5306.473283539622,10668.311052549338
31,182.4,60.1,non,0,Provence-Alpes-Côte d’Azur,non,non,1,165.0,500,6.0,5.0,0.46,2025-03-18,574.7797217537943,5000.0,500.0
54,177.0,81.6,non,8,Normandie,oui,oui,2,184.7,4473,0.0,2.5068201193520885,0.46,2022-11-30,403.0,5000.0,24320.37413729441
71,167.7,103.0,non,4,Hauts-de-France,non,oui,0,405.4,1092,3.0,2.5068201193520885,0.87,2024-05-18,574.7797217537943,5306.473283539622,500.0
22,190.3,86.4,oui,5,Île-de-France,non,non,1,273.1,4445,6.0,2.5068201193520885,0.62,2021-06-09,574.7797217537943,5000.0,4703.940567465579
37,153.7,62.8,oui,0,Île-de-France,non,non,2,320.3,2931,2.0,2.5068201193520885,0.65,2022-03-08,574.7797217537943,5306.473283539622,500.0
73,181.9,60.3,oui,8,Hauts-de-France,non,non,2,281.3,1487,3.0,1.0,0.47,2023-06-04,771.0,5000.0,500.0
51,181.7,57.2,non,0,Hauts-de-France,oui,non,2,224.2,3392,2.0,2.0,0.36,2022-11-03,574.7797217537943,5000.0,500.0
39,167.9,47.3,non,7,Auvergne-Rhône-Alpes,oui,oui,0,262.2,4249,0.0,2.5068201193520885,0.99,2021-09-19,574.7797217537943,5306.473283539622,3354.0612615702903
47,159.8,57.6,oui,5,Provence-Alpes-Côte d’Azur,oui,non,3,246.1,2994,0.0,2.5068201193520885,0.06,2022-10-27,574.7797217537943,5306.473283539622,1002.3572408077936
18,172.4,76.7,oui,4,Bretagne,oui,oui,3,427.8,1930,0.0,1.0,0.45,2023-08-12,574.7797217537943,5000.0,14572.351198135411
74,156.6,61.7,oui,0,Corse,non,oui,2,100.2,2484,3.0,3.0,0.74,2022-06-16,574.7797217537943,5000.0,500.0
42,161.5,71.2,non,5,Provence-Alpes-Côte d’Azur,non,oui,3,371.1,3751,0.0,4.0,0.61,2024-07-29,384.0,5306.473283539622,29795.832138997044
62,182.6,69.7,non,4,Auvergne-Rhône-Alpes,oui,oui,3,359.6,4066,6.0,4.0,0.32,2021-03-24,574.7797217537943,5306.473283539622,18583.050382637262
68,160.7,99.9,oui,5,Auvergne-Rhône-Alpes,non,non,4,237.2,1750,3.0,2.5068201193520885,0.78,2020-09-24,574.7797217537943,5306.473283539622,4389.931854907763
43,193.6,65.8,non,8,Normandie,non,non,2,328.5,5051,3.0,0.0,0.45,2022-05-04,574.7797217537943,5306.473283539622,6375.137589688704
50,149.7,66.8,oui,4,Provence-Alpes-Côte d’Azur,non,non,1,310.7,1550,3.0,2.5068201193520885,0.24,2020-11-04,316.0,5000.0,500.0
68,180.4,60.7,non,4,Provence-Alpes-Côte d’Azur,non,oui,1,405.3,1369,3.0,0.0,0.49,2021-08-22,703.0,5000.0,2581.7394115779
34,172.1,51.8,non,5,Occitanie,oui,non,2,68.5,3657,3.0,3.0,0.52,2024-12-16,574.7797217537943,5306.473283539622,500.0
32,197.2,70.9,oui,7,Hauts-de-France,non,non,2,178.9,2485,3.0,3.0,0.86,2023-10-02,439.0,5306.473283539622,500.0
61,179.0,70.0,non,0,Corse,non,oui,1,312.3,3318,0.0,1.0,0.22,2024-10-02,574.7797217537943,5000.0,500.0
18,188.6,63.2,oui,5,Occitanie,oui,oui,1,232.1,1872,3.0,2.5068201193520885,0.81,2021-12-29,777.0,5000.0,6668.383132891095
73,181.6,58.3,oui,8,Normandie,non,oui,-1,163.8,1216,3.0,2.5068201193520885,0.64,2021-11-08,505.0,5306.473283539622,500.0
65,167.2,58.7,oui,8,Corse,oui,non,2,259.7,3096,3.0,1.0,0.8,2020-02-01,574.7797217537943,5000.0,500.0
19,183.7,69.2,oui,5,Corse,oui,oui,3,155.4,1712,2.0,2.0,0.04,2021-02-05,507.0,5306.473283539622,4086.875794271885
67,184.2,53.7,non,4,Auvergne-Rhône-Alpes,oui,non,3,293.1,2572,3.0,0.0,0.88,2024-07-24,574.7797217537943,5000.0,500.0
24,179.3,74.2,oui,0,Bretagne,non,non,2,398.3,3511,3.0,2.5068201193520885,0.84,2021-01-01,523.0,5306.473283539622,500.0
63,176.2,75.0,oui,8,Auvergne-Rhône-Alpes,oui,oui,3,124.1,1938,0.0,2.0,0.26,2022-10-31,522.0,5306.473283539622,15945.845941278989
40,187.5,75.0,oui,5,Île-de-France,non,non,2,302.4,781,3.0,2.0,0.77,2021-06-15,574.7797217537943,5306.473283539622,500.0
36,159.8,74.1,non,4,Hauts-de-France,non,non,2,118.7,3877,3.0,4.0,0.54,2022-11-03,825.0,5306.473283539622,500.0
22,175.7,64.8,non,8,Normandie,oui,oui,2,201.8,5002,6.0,4.0,0.27,2022-08-27,574.7797217537943,5000.0,20429.17525003172
44,188.8,74.7,oui,7,Provence-Alpes-Côte d’Azur,oui,non,4,243.5,3219,6.0,2.5068201193520885,0.02,2021-10-27,574.7797217537943,5306.473283539622,500.0
30,163.4,71.8,non,8,Normandie,non,oui,2,364.1,2828,2.0,2.5068201193520885,0.44,2020-04-10,574.7797217537943,5306.473283539622,22913.433275848285
44,164.6,62.1,oui,4,Provence-Alpes-Côte d’Azur,oui,non,3,302.7,3273,3.0,2.5068201193520885,0.05,2024-02-07,574.7797217537943,5000.0,500.0
41,153.1,56.6,non,8,Provence-Alpes-Côte d’Azur,oui,non,1,429.4,2369,3.0,0.0,0.51,2023-05-25,491.0,5000.0,500.0
51,169.1,80.7,oui,5,Corse,non,oui,3,175.7,1775,0.0,5.0,0.54,2024-07-01,574.7797217537943,5306.473283539622,7083.810429774837
68,165.6,74.9,non,7,Occitanie,non,oui,4,248.7,835,3.0,2.5068201193520885,0.44,2021-04-24,637.0,5000.0,21126.233188553564
50,169.2,66.9,non,0,Normandie,non,non,1,145.4,2808,2.0,2.5068201193520885,0.21,2024-01-06,569.0,5000.0,500.0
70,181.2,67.9,non,0,Bretagne,non,oui,3,201.4,3660,3.0,2.5068201193520885,0.34,2022-10-26,781.0,5000.0,29845.911689527715
38,170.2,91.1,oui,5,Corse,non,non,0,188.2,3548,3.0,2.5068201193520885,0.45,2020-11-03,321.0,5000.0,500.0
38,196.0,74.5,non,0,Hauts-de-France,oui,non,2,270.8,3924,0.0,2.5068201193520885,0.55,2021-08-14,751.0,5306.473283539622,500.0
62,170.9,49.3,oui,0,Provence-Alpes-Côte d’Azur,non,oui,3,265.1,2817,3.0,2.5068201193520885,0.09,2023-01-03,574.7797217537943,5000.0,15118.605927324314
53,185.6,70.2,oui,7,Occitanie,non,non,2,347.7,1955,3.0,0.0,0.43,2021-08-17,657.0,5000.0,500.0
37,167.1,60.8,non,7,Corse,non,oui,1,177.4,2022,0.0,3.0,0.73,2023-07-17,574.7797217537943,5306.473283539622,8190.2175799833185
19,161.8,70.9,non,7,Normandie,oui,non,2,168.1,3313,0.0,4.0,0.63,2025-02-03,404.0,5306.473283539622,500.0
27,171.9,70.9,non,0,Provence-Alpes-Côte d’Azur,non,oui,0,304.6,3057,2.0,4.0,0.13,2022-08-11,551.0,5306.473283539622,500.0
54,170.1,40.7,oui,5,Occitanie,oui,non,4,124.9,549,3.0,2.5068201193520885,0.29,2025-06-10,574.7797217537943,5306.473283539622,500.0
49,165.8,56.2,oui,4,Corse,non,oui,0,212.1,2478,6.0,1.0,0.43,2025-05-21,574.7797217537943,5000.0,500.0
46,180.0,67.1,oui,5,Normandie,non,oui,3,242.0,2347,0.0,5.0,0.06,2025-03-08,334.0,5000.0,19162.10686185812
51,180.5,89.2,non,8,Hauts-de-France,oui,non,0,291.8,1661,0.0,2.5068201193520885,0.07,2020-02-27,574.7797217537943,5306.473283539622,500.0
63,161.8,66.4,non,7,Occitanie,non,oui,1,396.8,1964,0.0,2.5068201193520885,0.64,2020-11-11,574.7797217537943,5000.0,4027.977306612485
65,170.4,54.7,oui,4,Occitanie,non,non,2,187.2,3862,6.0,2.5068201193520885,0.14,2023-06-24,378.0,5000.0,500.0
72,171.6,60.9,non,7,Corse,non,non,2,240.8,1161,0.0,5.0,0.51,2023-03-15,574.7797217537943,5000.0,500.0
43,178.2,58.4,non,5,Corse,non,non,2,349.7,2459,3.0,2.0,0.39,2023-02-02,492.0,5306.473283539622,500.0
68,178.2,95.4,oui,7,Bretagne,oui,non,4,243.8,1901,2.0,1.0,0.6,2024-05-26,574.7797217537943,5000.0,500.0
53,173.4,74.9,oui,5,Corse,oui,oui,2,119.2,2911,3.0,1.0,0.34,2022-03-12,695.0,5000.0,11532.641762852374
64,167.4,90.6,oui,7,Corse,non,oui,1,399.9,2831,2.0,3.0,0.86,2020-03-15,574.7797217537943,5306.473283539622,18503.52152139584
34,170.1,67.9,oui,5,Normandie,non,non,2,237.2,1694,3.0,2.5068201193520885,0.95,2022-06-18,574.7797217537943,5306.473283539622,500.0
33,175.4,61.8,non,4,Corse,oui,non,3,416.8,2851,0.0,1.0,0.16,2020-03-29,558.0,5000.0,500.0
42,171.6,46.3,oui,5,Bretagne,oui,oui,1,299.2,2393,0.0,2.5068201193520885,0.32,2022-09-14,332.0,5306.473283539622,13975.598901538651
34,164.8,55.4,non,8,Hauts-de-France,non,oui,1,273.4,2504,3.0,0.0,0.84,2022-06-19,574.7797217537943,5000.0,16270.410654791798
73,164.9,62.8,non,5,Normandie,oui,non,3,231.2,1531,6.0,5.0,0.87,2021-04-30,346.0,5306.473283539622,500.0
71,168.8,73.9,non,4,Hauts-de-France,non,oui,2,472.7,1714,6.0,2.5068201193520885,0.09,2023-09-10,784.0,5306.473283539622,10701.498411599649
45,176.6,60.2,non,4,Normandie,non,oui,1,266.4,2123,0.0,2.5068201193520885,0.75,2020-04-11,574.7797217537943,5000.0,500.0
27,178.2,76.6,non,8,Île-de-France,oui,non,1,207.8,1994,3.0,2.5068201193520885,0.69,2023-09-07,574.7797217537943,5000.0,500.0
45,162.7,67.9,non,7,Occitanie,non,oui,1,235.9,2313,3.0,2.5068201193520885,0.96,2020-03-09,574.7797217537943,5000.0,15772.716569027629
65,167.9,74.6,oui,0,Île-de-France,non,oui,0,97.3,4386,0.0,2.5068201193520885,0.71,2022-03-01,574.7797217537943,5000.0,12992.477265009593
67,156.2,65.9,oui,5,Île-de-France,oui,oui,0,179.9,4818,6.0,1.0,0.33,2025-03-04,574.7797217537943,5306.473283539622,28025.116193336067
56,153.9,60.0,oui,8,Île-de-France,oui,oui,0,220.2,1908,0.0,3.0,0.69,2023-08-22,342.0,5306.473283539622,7635.496605901953
64,151.6,40.7,non,7,Bretagne,non,oui,4,136.6,3731,6.0,2.5068201193520885,0.19,2020-10-22,546.0,5306.473283539622,42833.7397695562
50,169.5,70.2,non,5,Île-de-France,oui,oui,3,73.7,1922,6.0,2.5068201193520885,0.66,2022-03-19,502.0,5000.0,12374.884116309062
44,163.4,55.4,oui,7,Auvergne-Rhône-Alpes,non,oui,1,219.9,3446,3.0,1.0,0.32,2023-02-26,574.7797217537943,5306.473283539622,22191.014167126494
19,157.4,58.2,non,0,Île-de-France,oui,oui,0,272.0,1970,3.0,2.5068201193520885,0.95,2024-06-12,574.7797217537943,5306.473283539622,500.0
57,158.4,94.3,oui,4,Normandie,non,non,5,297.9,4930,3.0,2.5068201193520885,0.51,2020-08-13,792.0,5306.473283539622,30461.097580741243
63,170.4,93.6,oui,5,Corse,non,oui,2,235.1,4473,3.0,2.5068201193520885,0.87,2020-01-15,574.7797217537943,5000.0,22693.30520082174
50,160.5,50.3,oui,8,Normandie,oui,oui,3,151.3,2451,3.0,4.0,0.7,2024-08-11,574.7797217537943,5000.0,21723.96643161305
29,179.9,67.7,oui,8,Hauts-de-France,oui,oui,1,257.9,2780,0.0,2.5068201193520885,0.33,2022-05-30,574.7797217537943,5000.0,11179.876985080458
31,169.2,86.5,non,0,Île-de-France,non,oui,3,505.5,593,6.0,2.5068201193520885,0.39,2020-08-08,574.7797217537943,5000.0,16367.646613421735
50,157.6,66.0,non,0,Occitanie,non,oui,1,396.0,847,3.0,2.5068201193520885,0.1,2023-03-29,574.7797217537943,5306.473283539622,500.0
29,166.3,64.0,non,8,Île-de-France,non,oui,4,335.1,2224,6.0,2.5068201193520885,0.1,2020-12-01,574.7797217537943,5306.473283539622,38633.99232359886
34,157.8,75.4,non,8,Île-de-France,oui,oui,-1,303.2,1657,3.0,2.5068201193520885,0.75,2021-02-02,371.0,5306.473283539622,500.0
59,156.9,67.5,oui,7,Provence-Alpes-Côte d’Azur,non,oui,1,243.5,3458,6.0,2.5068201193520885,0.96,2025-01-30,574.7797217537943,5306.473283539622,28039.500085233303
39,175.2,79.8,non,7,Occitanie,oui,oui,1,249.0,500,3.0,2.5068201193520885,0.05,2025-04-16,574.7797217537943,5306.473283539622,500.0
46,164.1,85.4,oui,7,Provence-Alpes-Côte d’Azur,non,oui,2,160.1,3935,0.0,2.5068201193520885,0.78,2024-06-13,574.7797217537943,5306.473283539622,39584.240998522415
34,173.0,54.4,non,7,Occitanie,non,non,0,235.9,1435,0.0,0.0,0.15,2024-11-09,309.0,5306.473283539622,500.0
28,155.8,59.9,non,0,Hauts-de-France,oui,non,1,377.1,1268,3.0,2.5068201193520885,0.01,2020-07-25,574.7797217537943,5000.0,500.0
64,169.4,58.0,oui,7,Corse,oui,non,0,257.7,4564,6.0,0.0,0.64,2025-01-26,574.7797217537943,5306.473283539622,500.0
34,170.5,90.3,oui,0,Bretagne,non,oui,3,355.3,1395,6.0,2.5068201193520885,0.34,2024-01-16,574.7797217537943,5000.0,6998.003312381074
60,171.5,76.6,oui,0,Bretagne,oui,oui,0,159.5,1868,3.0,0.0,0.2,2020-06-11,750.0,5000.0,500.0
51,176.3,84.0,oui,7,Provence-Alpes-Côte d’Azur,oui,oui,2,147.8,902,2.0,2.5068201193520885,0.52,2020-11-02,574.7797217537943,5306.473283539622,15728.74159804906
33,169.8,68.3,oui,5,Occitanie,oui,oui,2,180.5,3014,3.0,2.5068201193520885,0.76,2023-08-27,574.7797217537943,5306.473283539622,11669.630416342618
29,167.6,44.4,non,5,Île-de-France,oui,oui,1,41.7,500,2.0,2.5068201193520885,0.49,2023-09-29,574.7797217537943,5000.0,500.0
26,174.8,61.1,non,0,Île-de-France,non,oui,1,329.7,1896,6.0,2.5068201193520885,0.28,2022-09-26,574.7797217537943,5000.0,4340.878193640288
69,153.0,86.8,oui,5,Hauts-de-France,non,oui,3,3.1,3139,2.0,2.5068201193520885,0.38,2021-06-19,341.0,5306.473283539622,12157.326257986688
24,163.7,70.6,oui,0,Provence-Alpes-Côte d’Azur,non,oui,1,179.4,2931,6.0,2.5068201193520885,0.26,2021-01-13,564.0,5306.473283539622,13564.323258759665
30,149.5,64.2,non,7,Occitanie,non,non,2,207.0,500,0.0,2.5068201193520885,0.79,2022-04-14,574.7797217537943,5000.0,500.0
22,175.3,80.3,oui,0,Normandie,oui,oui,2,234.8,1922,3.0,2.5068201193520885,0.82,2023-05-26,796.0,5000.0,6984.7357690983945
20,169.3,113.9,oui,0,Corse,non,oui,-1,202.6,2593,6.0,2.5068201193520885,0.27,2023-06-18,480.0,5306.473283539622,500.0
63,166.8,75.4,oui,5,Auvergne-Rhône-Alpes,oui,non,0,268.7,3225,3.0,2.5068201193520885,0.99,2023-12-23,574.7797217537943,5306.473283539622,500.0
44,177.5,73.4,oui,4,Île-de-France,oui,non,1,375.8,3918,3.0,4.0,0.84,2021-05-01,467.0,5306.473283539622,500.0
48,192.7,68.5,non,5,Hauts-de-France,oui,non,2,30.9,1217,3.0,3.0,0.15,2024-11-10,574.7797217537943,5306.473283539622,500.0
62,172.8,99.3,oui,5,Bretagne,oui,oui,0,285.9,1163,0.0,2.0,0.12,2023-02-10,766.0,5306.473283539622,12132.083108351806
61,155.3,47.0,non,4,Provence-Alpes-Côte d’Azur,non,non,2,203.6,500,0.0,0.0,0.46,2024-01-13,574.7797217537943,5306.473283539622,500.0
28,160.7,65.2,oui,4,Provence-Alpes-Côte d’Azur,non,oui,2,148.3,2413,3.0,5.0,0.23,2020-02-03,511.0,5306.473283539622,18175.44412609625
65,169.5,54.2,oui,5,Auvergne-Rhône-Alpes,oui,oui,3,25.8,2198,2.0,1.0,0.28,2021-06-04,574.7797217537943,5000.0,19392.65381122837
72,178.2,65.8,oui,8,Île-de-France,non,non,2,300.5,1867,3.0,0.0,0.9,2022-12-21,574.7797217537943,5000.0,500.0
25,167.5,76.0,non,5,Corse,oui,oui,2,301.2,2575,6.0,2.5068201193520885,0.74,2020-12-13,574.7797217537943,5000.0,500.0
44,163.8,90.2,oui,7,Corse,oui,oui,4,367.1,3957,6.0,3.0,0.65,2024-09-13,796.0,5000.0,37601.70412283371
43,179.8,48.9,oui,8,Bretagne,non,oui,0,154.5,500,0.0,4.0,0.02,2021-01-26,798.0,5306.473283539622,24997.720451697995
24,157.1,52.7,non,0,Hauts-de-France,oui,oui,0,331.4,2977,0.0,2.5068201193520885,1.0,2022-03-13,792.0,5306.473283539622,500.0
39,164.8,61.3,oui,0,Provence-Alpes-Côte d’Azur,non,oui,1,91.6,500,2.0,3.0,0.01,2020-12-08,574.7797217537943,5306.473283539622,500.0
59,156.0,53.9,oui,0,Occitanie,non,non,3,298.8,2982,6.0,1.0,0.9,2023-08-18,655.0,5000.0,500.0
23,166.3,91.9,oui,4,Occitanie,non,oui,4,167.9,737,3.0,1.0,0.6,2024-05-26,607.0,5306.473283539622,16154.630886879226
36,172.8,60.9,non,0,Auvergne-Rhône-Alpes,oui,non,-1,230.0,2050,0.0,2.5068201193520885,0.76,2023-07-08,658.0,5000.0,500.0
26,159.9,58.4,non,5,Normandie,non,oui,4,421.9,2452,3.0,2.5068201193520885,0.82,2023-01-28,474.0,5306.473283539622,22783.815750595186
72,179.2,66.7,oui,7,Auvergne-Rhône-Alpes,oui,oui,0,143.1,3799,6.0,2.5068201193520885,0.41,2023-04-15,574.7797217537943,5306.473283539622,5364.3273592789
62,162.3,82.9,non,0,Auvergne-Rhône-Alpes,non,non,3,54.6,2569,6.0,0.0,0.09,2021-05-28,422.0,5000.0,500.0
58,152.4,56.6,non,5,Bretagne,oui,oui,1,338.9,1515,2.0,2.5068201193520885,0.42,2022-04-02,574.7797217537943,5000.0,500.0
63,169.0,68.5,non,8,Auvergne-Rhône-Alpes,oui,oui,3,212.8,3332,3.0,2.5068201193520885,0.67,2023-11-12,574.7797217537943,5000.0,24798.16887504297
59,152.6,63.4,non,7,Bretagne,non,non,0,290.9,2943,3.0,2.5068201193520885,0.5,2023-01-26,574.7797217537943,5000.0,500.0
45,168.5,67.8,oui,7,Occitanie,oui,oui,2,198.7,500,2.0,2.5068201193520885,0.74,2024-03-17,574.7797217537943,5000.0,13638.078541546764
22,170.9,83.0,non,7,Bretagne,non,oui,0,358.5,2564,2.0,2.5068201193520885,0.12,2020-05-07,574.7797217537943,5000.0,14431.892093879933
35,185.8,64.5,non,7,Auvergne-Rhône-Alpes,oui,oui,2,395.7,2473,3.0,1.0,0.83,2020-05-22,819.0,5306.473283539622,13413.839297933177
